Time (s) - Detector SiHi:amps (P) 	Primary Axis - Detector SiHi:amps (P) 	
8119.6	4.707885E-6	
8120.6	4.707885E-6	
8121.6	4.705322E-6	
8122.6	4.709196E-6	
8123.6	4.711809E-6	
8124.6	4.713996E-6	
8125.6	4.707623E-6	
8126.6	4.707971E-6	
8127.6	4.709197E-6	
8128.6	4.711253E-6	
8129.6	4.702392E-6	
8130.6	4.712524E-6	
8131.6	4.712684E-6	
8132.6	 4.71105E-6	
8133.6	4.710599E-6	
8134.6	4.709966E-6	
8135.6	4.706127E-6	
8136.6	4.703852E-6	
8137.6	4.706155E-6	
8138.6	 4.70204E-6	
8139.6	4.704395E-6	
8140.6	 4.70367E-6	
8141.6	4.706195E-6	
8142.6	4.708422E-6	
8143.6	4.709333E-6	
8144.6	4.705829E-6	
8145.6	 4.70892E-6	
8146.6	4.711081E-6	
8147.6	4.707028E-6	
8148.6	4.705965E-6	
8149.6	4.704888E-6	
8150.6	4.706545E-6	
8151.6	4.708896E-6	
8152.6	4.700803E-6	
8153.6	4.704021E-6	
8154.6	4.706962E-6	
8155.6	4.706593E-6	
8156.6	4.710172E-6	
8157.6	4.707185E-6	
8158.6	4.704036E-6	
8159.6	4.706299E-6	
8160.6	4.712823E-6	
8161.6	4.714494E-6	
8162.6	4.707903E-6	
8163.6	4.703393E-6	
8164.6	4.707567E-6	
8165.6	4.712295E-6	
8166.6	 4.70919E-6	
8167.6	4.704667E-6	
8168.6	4.709725E-6	
8169.6	 4.71304E-6	
8170.6	4.703921E-6	
8171.6	4.704769E-6	
8172.6	4.703412E-6	
8173.6	4.705223E-6	
8174.6	4.707115E-6	
8175.6	 4.70781E-6	
8176.6	4.708383E-6	
8177.6	4.707127E-6	
8178.6	4.703089E-6	
8179.6	4.706294E-6	
8180.6	4.700464E-6	
8181.6	4.704356E-6	
8182.6	 4.70531E-6	
8183.6	4.708358E-6	
8184.6	4.705901E-6	
8185.6	4.712667E-6	
8186.6	4.705055E-6	
8187.6	4.703949E-6	
8188.6	4.697402E-6	
8189.6	4.710707E-6	
8190.6	4.699555E-6	
8191.6	4.706308E-6	
8192.6	4.709336E-6	
8193.6	 4.70387E-6	
8194.6	4.710356E-6	
8195.6	4.703836E-6	
8196.6	4.704163E-6	
8197.6	4.706719E-6	
8198.6	4.705454E-6	
8199.6	4.707281E-6	
8200.6	4.709715E-6	
8201.6	4.708674E-6	
8202.6	4.712549E-6	
8203.6	 4.70417E-6	
8204.6	4.708145E-6	
8205.6	4.703561E-6	
8206.6	4.709539E-6	
8207.6	 4.71168E-6	
8208.6	4.710467E-6	
8209.6	4.713204E-6	
8210.6	4.703399E-6	
8211.6	4.700417E-6	
8212.6	4.700629E-6	
8213.6	4.698962E-6	
8214.6	4.698451E-6	
8215.6	4.707106E-6	
8216.6	 4.71541E-6	
8217.6	4.711629E-6	
8218.6	 4.71507E-6	
8219.6	 4.70955E-6	
8220.6	 4.70685E-6	
8221.6	4.704286E-6	
8222.6	4.707479E-6	
8223.6	4.706161E-6	
8224.6	 4.70876E-6	
8225.6	4.702961E-6	
8226.6	 4.70996E-6	
8227.6	4.712594E-6	
8228.6	4.716375E-6	
8229.6	4.710306E-6	
8230.6	4.709076E-6	
8231.6	4.711044E-6	
